Age;Sex;Ethnicity;Country_of_birth;Country_of_residence;Nationality;Language;Student_status;Employment_status
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
57;Male;White;Germany;Germany;Germany;German;No;Full-Time
38;Male;Mixed;Brazil;Germany;Brazil;Portuguese;No;Full-Time
32;Male;White;Germany;Germany;Germany;German;No;Full-Time
34;Male;White;Germany;Germany;Germany;German;No;Full-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
30;Male;Asian;Australia;Germany;Australia;English;No;Full-Time
18;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
35;Female;Black;South Africa;Germany;South Africa;English;No;Unemployed (and job seeking)
46;Male;White;Germany;Germany;Germany;German;No;Full-Time
43;Female;White;Germany;Germany;Germany;German;No;Part-Time
36;Female;White;Germany;Germany;Germany;German;No;Full-Time
42;Female;Asian;China;Germany;China;Chinese;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
21;Male;Asian;Germany;Germany;Germany;German;No;Full-Time
53;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Female;White;Turkey;Germany;Turkey;Turkish;No;Unemployed (and job seeking)
38;Female;White;Germany;Germany;Germany;German;No;Full-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
23;Female;White;Germany;Germany;Germany;German;No;Full-Time
19;Female;White;Germany;Germany;Germany;German;Yes;Other
22;Male;White;Azerbaijan;Germany;Azerbaijan;Other;Yes;Unemployed (and job seeking)
34;Male;White;Germany;Germany;Germany;German;No;Full-Time
44;Female;White;Germany;Germany;Germany;German;No;Part-Time
38;Male;Black;Nigeria;Germany;Germany;English;No;Full-Time
24;Female;White;Denmark;Germany;Germany;German;Yes;Part-Time
19;Male;White;Germany;Germany;Germany;German;Yes;Other
44;Female;Other;Germany;Germany;Germany;German;No;Part-Time
35;Female;Asian;Malaysia;Germany;Malaysia;English;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
47;Male;White;Netherlands;Germany;Netherlands;Dutch;No;Full-Time
25;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
29;Female;Other;Turkey;Germany;Turkey;Turkish;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;No;Full-Time
23;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Other
25;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
29;Female;Mixed;United Kingdom;Germany;United Kingdom;English;No;Full-Time
32;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
59;Male;White;Germany;Germany;Germany;German;No;Full-Time
21;Male;White;Syrian Arab Republic;Germany;Germany;Arabic;Yes;Part-Time
43;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
36;Female;White;Germany;Germany;Germany;German;No;Other
32;Female;Asian;Nepal;Germany;Nepal;Nepali;Yes;Unemployed (and job seeking)
32;Male;White;Kazakhstan;Germany;Germany;Russian;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
35;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
38;Female;White;Poland;Germany;Germany;German;Yes;Full-Time
28;Male;Mixed;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
27;Male;Asian;India;Germany;India;English;Yes;Full-Time
41;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
29;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
46;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
34;Male;White;Germany;Germany;Germany;German;No;Full-Time
31;Male;White;Iran;Germany;Iran;Farsi;No;Unemployed (and job seeking)
36;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
34;Male;White;Germany;Germany;Germany;German;No;Full-Time
33;Male;White;Turkey;Germany;Turkey;English;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
39;Male;Other;Syrian Arab Republic;Germany;Syrian Arab Republic;Arabic;No;Full-Time
25;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
22;Male;White;Lebanon;Germany;Germany;Arabic;Yes;Full-Time
18;Female;White;Germany;Germany;Germany;German;Yes;Other
24;Male;Asian;India;Germany;India;Hindi;Yes;Part-Time
26;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
39;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Male;Asian;Pakistan;Germany;Pakistan;Urdu;Yes;Part-Time
22;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
36;Male;Asian;Pakistan;Germany;Pakistan;Urdu;No;Full-Time
29;Male;Mixed;Ecuador;Germany;Ecuador;Spanish;No;Full-Time
31;Female;White;Portugal;Germany;Portugal;Portuguese;No;Full-Time
44;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
34;Female;White;Germany;Germany;Germany;German;No;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
59;Female;White;Germany;Germany;Germany;German;No;Full-Time
21;Female;Mixed;Germany;Germany;Germany;German;No;Part-Time
30;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
34;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
35;Male;Mixed;Peru;Germany;Peru;Spanish;Yes;Full-Time
21;Male;White;Germany;Germany;Germany;German;Yes;Other
31;Female;White;Italy;Germany;Italy;Italian;No;Full-Time
27;Female;Mixed;Germany;Germany;Germany;German;Yes;Part-Time
31;Male;Asian;Turkey;Germany;Turkey;Turkish;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
29;Male;Asian;Germany;Germany;Germany;German;Yes;Full-Time
31;Male;Other;Germany;Germany;Turkey;Kurdish;No;Full-Time
18;Male;White;Germany;Germany;Germany;Russian;Yes;Full-Time
24;Female;White;Germany;Germany;Germany;German;No;Due to start a new job within the next month
24;Female;Mixed;Nepal;Germany;Nepal;Nepali;Yes;Full-Time
23;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
23;Male;White;Turkey;Germany;Turkey;Kurdish;Yes;Part-Time
46;Male;White;Germany;Germany;Germany;German;No;Full-Time
19;Male;White;Germany;Germany;Germany;German;No;Full-Time
41;Male;White;Germany;Germany;Germany;German;No;Full-Time
29;Male;Asian;Pakistan;Germany;Pakistan;Urdu;Yes;Unemployed (and job seeking)
21;Female;Asian;Germany;Germany;Vietnam;Vietnamese;Yes;Part-Time
35;Female;White;Australia;Germany;Australia;English;No;Unemployed (and job seeking)
31;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
31;Male;Asian;Turkey;Germany;Turkey;Turkish;No;Unemployed (and job seeking)
43;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Male;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
32;Male;Black;Nigeria;Germany;Nigeria;English;Yes;Full-Time
37;Male;White;Kazakhstan;Germany;Germany;German;No;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Other
39;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Male;White;Albania;Germany;Albania;Albanian;No;Full-Time
23;Female;White;Indonesia;Germany;Germany;English;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
21;Female;Asian;Afghanistan;Germany;Afghanistan;Dari;Yes;Full-Time
31;Female;Other;Germany;Germany;Germany;Turkish;No;Unemployed (and job seeking)
28;Male;White;Germany;Germany;Germany;German;No;Full-Time
29;Male;White;Germany;Germany;Germany;German;No;Full-Time
29;Male;Asian;Thailand;Germany;Thailand;Thai;Yes;Part-Time
32;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
34;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
39;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Female;White;Sweden;Germany;Sweden;Swedish;No;Part-Time
21;Male;Other;Syrian Arab Republic;Germany;Syrian Arab Republic;Arabic;Yes;Full-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
37;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Female;Other;Bahrain;Germany;Bahrain;Arabic;Yes;Part-Time
30;Female;White;Germany;Germany;Germany;German;No;Full-Time
36;Male;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
37;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Prefer not to say;Mixed;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
34;Male;White;Bulgaria;Germany;Bulgaria;Bulgarian;No;Full-Time
28;Male;White;Tunisia;Germany;Tunisia;Arabic;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
51;Male;White;Germany;Germany;Italy;German;No;Part-Time
30;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
29;Male;White;Germany;Germany;Germany;German;Yes;Other
27;Female;Mixed;Germany;Germany;Germany;German;Yes;Full-Time
43;Female;White;Turkey;Germany;Germany;Turkish;No;Full-Time
30;Male;Asian;Germany;Germany;Germany;German;Yes;Full-Time
33;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
33;Female;White;Germany;Germany;Germany;German;No;Full-Time
33;Male;White;Germany;Germany;Germany;German;No;Full-Time
48;Male;White;Turkey;Germany;Turkey;English;No;Full-Time
40;Male;White;Germany;Germany;Germany;German;No;Full-Time
45;Female;White;Bosnia and Herzegovina;Germany;Germany;Other;No;Full-Time
47;Male;White;Germany;Germany;Germany;German;No;Full-Time
43;Male;White;Turkey;Germany;Turkey;Turkish;No;Unemployed (and job seeking)
46;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Male;Asian;China;Germany;China;German;No;Full-Time
35;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Male;Mixed;Turkey;Germany;Turkey;Turkish;No;Full-Time
31;Female;White;Germany;Germany;Germany;German;No;Full-Time
30;Male;Asian;Japan;Germany;Japan;Japanese;No;Full-Time
27;Female;White;Turkey;Germany;Turkey;Turkish;No;Unemployed (and job seeking)
39;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
31;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
30;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
21;Male;Asian;China;Germany;China;Chinese;Yes;Full-Time
28;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Male;White;Germany;Germany;Germany;German;No;Full-Time
33;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Female;Other;Mexico;Germany;Germany;Spanish;No;Full-Time
19;Female;White;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
44;Female;White;Germany;Germany;Germany;German;No;Full-Time
30;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;No;Full-Time
21;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
38;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
34;Female;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
20;Male;Other;Peru;Germany;Peru;Spanish;Yes;Part-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Other
20;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Male;White;Germany;Germany;Germany;German;No;Full-Time
19;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
35;Female;White;Germany;Germany;Germany;German;No;Full-Time
32;Male;White;Greece;Germany;Greece;Greek;No;Full-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
35;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Male;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
64;Female;White;Germany;Germany;Germany;German;No;Full-Time
47;Male;White;Spain;Germany;Spain;Spanish;Yes;Part-Time
40;Male;White;Germany;Germany;Germany;German;No;Full-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
30;Male;White;Netherlands;Germany;Netherlands;Dutch;No;Part-Time
29;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
30;Female;White;Canada;Germany;Canada;English;No;Full-Time
30;Female;White;United Kingdom;Germany;Ireland;English;No;Full-Time
32;Female;White;South Africa;Germany;South Africa;English;No;Full-Time
30;Female;White;Turkey;Germany;Turkey;Turkish;No;Part-Time
35;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Male;Mixed;Lebanon;Germany;Lebanon;Arabic;Yes;Part-Time
27;Female;Other;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
27;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
19;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Female;Other;Turkey;Germany;Turkey;Turkish;No;Full-Time
26;Female;Mixed;Germany;Germany;Germany;English;Yes;Part-Time
45;Male;White;Italy;Germany;Italy;Italian;No;Full-Time
31;Male;Mixed;Brazil;Germany;Brazil;Portuguese;No;Full-Time
32;Male;White;Germany;Germany;Germany;German;No;Full-Time
33;Female;White;Iran;Germany;Iran;Farsi;Yes;Full-Time
30;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
39;Male;White;Germany;Germany;Germany;German;No;Full-Time
33;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
27;Female;White;Germany;Germany;Germany;German;No;Full-Time
68;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;Asian;Iran;Germany;Iran;Farsi;Yes;Unemployed (and job seeking)
21;Female;White;Germany;Germany;Germany;German;No;Full-Time
22;Male;White;Kazakhstan;Germany;Germany;German;No;Full-Time
19;Male;White;Lithuania;Germany;Lithuania;Lithuanian;No;Due to start a new job within the next month
21;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
28;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
26;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
34;Male;White;Germany;Germany;Germany;German;No;Full-Time
36;Male;White;Germany;Germany;Germany;German;No;Full-Time
28;Female;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
32;Female;White;France;Germany;United Kingdom;English;No;Full-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
37;Female;White;Germany;Germany;Germany;German;No;Full-Time
29;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
30;Male;White;Germany;Germany;Germany;German;No;Due to start a new job within the next month
59;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
30;Male;Mixed;Germany;Germany;Germany;German;Yes;Full-Time
21;Male;Asian;Vietnam;Germany;Vietnam;Vietnamese;Yes;Unemployed (and job seeking)
25;Male;White;Slovakia;Germany;Slovakia;Slovak;No;Unemployed (and job seeking)
30;Female;Asian;Korea;Germany;Korea;Korean;No;Part-Time
20;Male;White;Germany;Germany;Germany;German;Yes;Other
50;Female;White;Greece;Germany;Greece;Greek;No;Unemployed (and job seeking)
28;Male;White;Germany;Germany;Germany;German;No;Full-Time
37;Male;White;Austria;Germany;Austria;German;Yes;Full-Time
28;Male;Mixed;Germany;Germany;Germany;German;Yes;Part-Time
29;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
53;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Male;Asian;Germany;Germany;Germany;German;Yes;Part-Time
25;Male;Other;Tunisia;Germany;Tunisia;Arabic;Yes;Part-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Female;White;Kazakhstan;Germany;Germany;German;Yes;Part-Time
21;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
29;Male;White;Germany;Germany;Switzerland;German;Yes;Part-Time
32;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
29;Female;Mixed;Germany;Germany;Germany;German;Yes;Full-Time
30;Female;White;Germany;Germany;Germany;German;No;Full-Time
30;Female;White;Germany;Germany;Germany;German;No;Full-Time
35;Female;White;Germany;Germany;Germany;German;No;Full-Time
52;Male;White;Germany;Germany;Spain;German;No;Full-Time
39;Female;White;United States;Germany;United States;English;Yes;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Other
24;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
26;Male;White;Greece;Germany;Greece;Greek;No;Full-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Female;Asian;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
25;Male;White;Germany;Germany;Germany;German;No;Full-Time
31;Female;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
32;Male;White;Germany;Germany;Germany;German;No;Full-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
24;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
23;Female;White;United Kingdom;Germany;France;German;Yes;Full-Time
27;Female;Asian;Indonesia;Germany;Indonesia;Indonesian;Yes;Part-Time
20;Prefer not to say;White;Poland;Germany;Poland;Polish;Yes;Other
26;Male;Other;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
27;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
30;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
29;Female;White;Poland;Germany;Poland;Polish;No;Full-Time
28;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Female;White;Russian Federation;Germany;Germany;German;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
35;Male;White;Germany;Germany;Germany;German;No;Full-Time
30;Female;Other;Mauritius;Germany;Mauritius;French;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Other
28;Male;White;Spain;Germany;Spain;Spanish;No;Full-Time
39;Male;White;Germany;Germany;Germany;German;No;Full-Time
34;Female;White;Bulgaria;Germany;Bulgaria;Turkish;No;Full-Time
20;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
30;Male;Asian;Germany;Germany;Netherlands;German;Yes;Full-Time
33;Male;Black;Nigeria;Germany;Nigeria;English;No;Full-Time
24;Female;Other;Colombia;Germany;Colombia;Spanish;Yes;Full-Time
40;Male;Mixed;Germany;Germany;Germany;German;No;Full-Time
18;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
23;Female;Mixed;Kazakhstan;Germany;Germany;German;Yes;Part-Time
25;Female;Mixed;Colombia;Germany;Colombia;Spanish;Yes;Part-Time
26;Male;White;Brazil;Germany;Brazil;Portuguese;Yes;Part-Time
31;Female;Mixed;Kazakhstan;Germany;Kazakhstan;Russian;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;No;Full-Time
30;Male;Asian;Germany;Germany;Germany;Chinese;No;Full-Time
30;Female;White;Turkey;Germany;Turkey;Turkish;No;Unemployed (and job seeking)
54;Female;Asian;Bangladesh;Germany;Bangladesh;Bengali;No;Unemployed (and job seeking)
23;Male;White;Germany;Germany;Germany;German;No;Other
28;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
28;Female;Asian;Germany;Germany;Germany;German;Yes;Part-Time
26;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Female;Asian;Thailand;Germany;Thailand;Thai;No;Full-Time
28;Female;White;Germany;Germany;Germany;German;No;Full-Time
25;Female;Mixed;United States;Germany;United States;English;No;Unemployed (and job seeking)
25;Female;Asian;Germany;Germany;Germany;German;Yes;Part-Time
31;Female;White;Germany;Germany;Germany;German;No;Full-Time
28;Female;Mixed;United States;Germany;United States;English;Yes;Part-Time
19;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
56;Female;White;Germany;Germany;Germany;German;No;Full-Time
60;Female;White;Italy;Germany;Italy;Italian;No;Part-Time
38;Male;Mixed;Germany;Germany;Germany;German;No;Full-Time
22;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Other
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
40;Male;White;Germany;Germany;Germany;German;No;Full-Time
40;Male;White;Germany;Germany;Germany;German;No;Full-Time
34;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Female;Asian;Germany;Germany;Turkey;Turkish;Yes;Other
49;Male;White;Ukraine;Germany;Germany;Russian;No;Full-Time
18;Prefer not to say;White;Germany;Germany;Germany;English;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;Yes;Other
28;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Female;White;Germany;Germany;Germany;German;No;Full-Time
50;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
37;Male;White;Bulgaria;Germany;Germany;Bulgarian;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Other
21;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Other
32;Female;White;Germany;Germany;Germany;German;No;Full-Time
43;Female;White;United Kingdom;Germany;United Kingdom;English;No;Full-Time
29;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Female;Mixed;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
26;Male;Black;Nigeria;Germany;Nigeria;English;No;Part-Time
18;Female;White;Germany;Germany;Germany;German;Yes;Other
36;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Female;White;Malta;Germany;Malta;English;No;Full-Time
37;Male;Asian;China;Germany;Germany;German;Yes;Part-Time
18;Male;White;Germany;Germany;Germany;German;Yes;Other
21;Female;White;Germany;Germany;Germany;German;Yes;Other
25;Male;White;Hungary;Germany;Hungary;Hungarian;No;Full-Time
29;Female;White;Canada;Germany;Germany;English;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;No;Part-Time
26;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
28;Male;White;Germany;Germany;Germany;German;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Female;Other;Turkey;Germany;Turkey;Turkish;Yes;Due to start a new job within the next month
24;Male;White;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
21;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
25;Female;White;Germany;Germany;Germany;German;No;Full-Time
18;Male;Other;Turkey;Germany;Turkey;Turkish;Yes;Other
26;Male;White;Turkey;Germany;Turkey;Kurdish;No;Full-Time
30;Female;Mixed;Germany;Germany;Germany;German;No;Full-Time
19;Male;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
21;Male;Asian;Germany;Germany;Germany;German;Yes;Full-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Other
19;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Other
28;Female;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
30;Male;White;Germany;Germany;Germany;German;No;Full-Time
35;Male;White;Germany;Germany;Germany;German;No;Full-Time
19;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Male;White;Bulgaria;Germany;Bulgaria;Bulgarian;No;Full-Time
31;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
45;Female;White;Latvia;Germany;Latvia;Russian;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
30;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
29;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
30;Female;White;Canada;Germany;Canada;English;Yes;Full-Time
44;Female;White;Germany;Germany;Germany;German;No;Part-Time
24;Female;Mixed;Germany;Germany;Germany;German;Yes;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;English;Yes;Full-Time
28;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
39;Female;White;Germany;Germany;Germany;German;No;Part-Time
27;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
30;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Male;White;Germany;Germany;Germany;German;Yes;Other
28;Female;White;Germany;Germany;Germany;German;No;Full-Time
28;Male;White;Germany;Germany;Germany;German;No;Full-Time
30;Female;Mixed;Turkey;Germany;Turkey;Turkish;No;Unemployed (and job seeking)
18;Male;White;Germany;Germany;Germany;German;Yes;Other
26;Male;White;Germany;Germany;Germany;German;No;Full-Time
22;Female;Other;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
40;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Other
27;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
56;Male;White;Germany;Germany;Germany;German;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Female;White;Germany;Germany;Greece;German;Yes;Full-Time
37;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
20;Female;White;Azerbaijan;Germany;Azerbaijan;Turkish;Yes;Part-Time
23;Male;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
56;Male;Asian;Turkey;Germany;Turkey;Turkish;No;Due to start a new job within the next month
37;Male;White;Germany;Germany;Germany;German;No;Full-Time
28;Female;White;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
26;Male;White;Afghanistan;Germany;Afghanistan;Pashto;No;Full-Time
35;Female;White;Russian Federation;Germany;Russian Federation;Russian;Yes;Full-Time
42;Male;White;Turkey;Germany;Turkey;Turkish;No;Due to start a new job within the next month
29;Male;White;Germany;Germany;Germany;Turkish;No;Full-Time
20;Male;White;Germany;Germany;Germany;Turkish;Yes;Unemployed (and job seeking)
30;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
35;Female;White;Germany;Germany;Germany;German;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
38;Male;White;Germany;Germany;Germany;German;No;Part-Time
51;Female;White;Germany;Germany;Canada;French;No;Other
28;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
37;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
59;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
62;Female;White;Germany;Germany;Germany;German;No;Other
65;Male;White;Germany;Germany;Germany;German;No;Full-Time
30;Female;White;Germany;Germany;Germany;German;No;Full-Time
21;Male;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
25;Male;Other;Turkey;Germany;Turkey;Turkish;No;Full-Time
55;Male;White;United Kingdom;Germany;United Kingdom;English;No;Part-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Other
34;Male;White;Kazakhstan;Germany;Germany;German;No;Full-Time
28;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Male;Asian;United Kingdom;Germany;United Kingdom;German;No;Full-Time
47;Male;Mixed;Germany;Germany;Germany;German;No;Full-Time
30;Male;White;Germany;Germany;Germany;German;No;Full-Time
22;Female;Mixed;Turkey;Germany;Turkey;Turkish;Yes;Due to start a new job within the next month
